#pid	gene_ids	eids	pathfinders	sif_edges
p800	YFR028C|HOG1RD33|YDR293C|NPI65|YHL007C|CDC14RD15	edge9388|edge10530|edge1556|edge7987|edge11434	paths	YFR028C d HOG1RD33|HOG1RD33 d YDR293C|YDR293C d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p801	YFR028C|YJR066W|YHR186C|CDC14RD20	edge3683|edge7588|edge3317	paths	YFR028C u YJR066W|YJR066W u YHR186C|YHR186C d CDC14RD20
p802	YFR028C|HOG1RD33|YDR293C|NPI65|YHL007C|CDC14RD19	edge9388|edge10530|edge1556|edge7987|edge17303	paths	YFR028C d HOG1RD33|HOG1RD33 d YDR293C|YDR293C d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p803	YLR113W|YIR006C|NPI65|YGR240C|HOG1ID27	edge10082|edge12218|edge15987|edge10558	paths	YLR113W d YIR006C|YIR006C d NPI65|NPI65 d YGR240C|YGR240C d HOG1ID27
p804	YFR028C|YBL085W|NPI65|YHL007C|CDC14RD19	edge6660|edge3835|edge7987|edge17303	paths	YFR028C u YBL085W|YBL085W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p805	YLR113W|YIR006C|NPR71|YJL020C|HOG1ID29	edge10082|edge24259|edge18416|edge25051	paths	YLR113W d YIR006C|YIR006C d NPR71|NPR71 d YJL020C|YJL020C d HOG1ID29
p806	YFR028C|YAR019C|NPI61|YJL020C|CDC14ID7	edge4622|edge17716|edge4117|edge9488	paths	YFR028C d YAR019C|YAR019C d NPI61|NPI61 d YJL020C|YJL020C d CDC14ID7
p807	YLR113W|NPR66|YER111C|YPL153C|HOG1RD33	edge22071|edge21116|edge5475|edge17867	paths	YLR113W d NPR66|NPR66 d YER111C|YER111C u YPL153C|YPL153C d HOG1RD33
p808	YFR028C|YBL085W|NPI65|YHL007C|CDC14RD15	edge6660|edge3835|edge7987|edge11434	paths	YFR028C u YBL085W|YBL085W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p809	YOR360C|YJL164C|YPL203W|PDE2RA52	edge26934|edge16587|edge11070	paths	YOR360C d YJL164C|YJL164C d YPL203W|YPL203W d PDE2RA52
p810	YOR360C|YJL164C|YKL008C|PDE2RA58	edge26934|edge2937|edge13692	paths	YOR360C d YJL164C|YJL164C d YKL008C|YKL008C d PDE2RA58
p811	YFR028C|YJL076W|YPL153C|CDC14RD19	edge5395|edge18523|edge14489	paths	YFR028C u YJL076W|YJL076W u YPL153C|YPL153C d CDC14RD19
p812	YLR113W|YLR248W|PDE2ID42|YJL128C|HOG1ID27	edge12768|edge3659|edge5429|edge10277	paths	YLR113W d YLR248W|YLR248W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID27
p813	YFR028C|YDR477W|NPR72|YKL166C|CDC14ID7	edge25832|edge11093|edge12640|edge7375	paths	YFR028C u YDR477W|YDR477W d NPR72|NPR72 d YKL166C|YKL166C d CDC14ID7
p814	YLR113W|PDE2ID42|YJL128C|HOG1ID27|YDL117W|HOG1ID29	edge17446|edge5429|edge10277|edge1519|edge5879	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID27|HOG1ID27 d YDL117W|YDL117W d HOG1ID29
p815	YFR028C|PDE2ID42|YBL085W|NPR69|YHL007C|CDC14RD19	edge14811|edge27224|edge15985|edge24337|edge17303	paths	YFR028C d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD19
p816	YLR113W|PDE2ID42|YJL128C|YER118C|HOG1ID29	edge17446|edge5429|edge21133|edge16737	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C u YER118C|YER118C d HOG1ID29
p817	YLR113W|YLR248W|PDE2ID42|YJL128C|HOG1ID29	edge12768|edge3659|edge5429|edge12466	paths	YLR113W d YLR248W|YLR248W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29
p818	YFR028C|PDE2ID42|YBL085W|NPR69|YHL007C|CDC14RD15	edge14811|edge27224|edge15985|edge24337|edge11434	paths	YFR028C d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD15
p819	YOR360C|YPL203W|NPR66|YNL243W|PDE2ID43	edge22774|edge26765|edge8877|edge23194	paths	YOR360C d YPL203W|YPL203W d NPR66|NPR66 d YNL243W|YNL243W d PDE2ID43
p820	YFR028C|HOG1RD33|YLR096W|YDL203C|CDC14RD20	edge9388|edge7059|edge13983|edge13647	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W d YDL203C|YDL203C d CDC14RD20
p821	YOR360C|YKL166C|NPI65|YLR096W|PDE2RA52	edge18417|edge10752|edge539|edge20343	paths	YOR360C d YKL166C|YKL166C d NPI65|NPI65 d YLR096W|YLR096W d PDE2RA52
p822	YFR028C|HOG1RD33|YLR096W|PDE2RA52|YDR507C|CDC14RD23	edge9388|edge7059|edge20343|edge11481|edge23009	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d CDC14RD23
p823	YFR028C|YAR019C|NPI61|YJL080C|CDC14RD23	edge4622|edge17716|edge11666|edge10647	paths	YFR028C d YAR019C|YAR019C d NPI61|NPI61 d YJL080C|YJL080C d CDC14RD23
p824	YLR113W|NPR66|YNL243W|NPI63|YJR059W|HOG1RD33	edge22071|edge8877|edge16308|edge6361|edge17453	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI63|NPI63 d YJR059W|YJR059W d HOG1RD33
p825	YFR028C|YER125W|YOR224C|CDC14RD20	edge7558|edge19955|edge14335	paths	YFR028C u YER125W|YER125W u YOR224C|YOR224C d CDC14RD20
p826	YLR113W|YDL140C|YNL251C|HOG1IA30	edge25100|edge10411|edge1776	paths	YLR113W d YDL140C|YDL140C u YNL251C|YNL251C d HOG1IA30
p827	YOR360C|YPL203W|HOG1RD33|YLR096W|PDE2ID42	edge22774|edge24524|edge7059|edge5078	paths	YOR360C d YPL203W|YPL203W d HOG1RD33|HOG1RD33 d YLR096W|YLR096W d PDE2ID42
p828	YLR113W|NPR66|YHR082C|YBR200W|HOG1RD38	edge22071|edge16635|edge2554|edge4900	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d YBR200W|YBR200W d HOG1RD38
p829	YLR113W|NPR66|YHR082C|YBR200W|HOG1RD35	edge22071|edge16635|edge2554|edge22010	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d YBR200W|YBR200W d HOG1RD35
p830	YLR113W|YKL101W|YLL039C|HOG1ID25	edge13280|edge12316|edge13058	paths	YLR113W d YKL101W|YKL101W u YLL039C|YLL039C d HOG1ID25
p831	YLR113W|PDE2ID42|YCL032W|YLR229C|HOG1RD35	edge17446|edge22245|edge22619|edge11466	paths	YLR113W d PDE2ID42|PDE2ID42 d YCL032W|YCL032W u YLR229C|YLR229C d HOG1RD35
p832	YLR113W|PDE2ID42|YCL032W|YLR229C|HOG1RD38	edge17446|edge22245|edge22619|edge22460	paths	YLR113W d PDE2ID42|PDE2ID42 d YCL032W|YCL032W u YLR229C|YLR229C d HOG1RD38
p833	YFR028C|YLR096W|YMR196W|CDC14RD20	edge9729|edge14433|edge21766	paths	YFR028C u YLR096W|YLR096W u YMR196W|YMR196W d CDC14RD20
p834	YLR113W|NPR66|YHR082C|YPL203W|HOG1RD33	edge22071|edge16635|edge11192|edge24524	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C u YPL203W|YPL203W d HOG1RD33
p835	YLR113W|NPR66|YNL243W|NPI61|YNL078W|HOG1ID32	edge22071|edge8877|edge24726|edge23664|edge7006	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI61|NPI61 d YNL078W|YNL078W d HOG1ID32
p836	YLR113W|YIR006C|PDE2RA58|YJR059W|HOG1RD33	edge10082|edge27123|edge19159|edge17453	paths	YLR113W d YIR006C|YIR006C d PDE2RA58|PDE2RA58 d YJR059W|YJR059W d HOG1RD33
p837	YLR113W|YMR172W|YKR048C|HOG1ID31	edge11652|edge26774|edge8654	paths	YLR113W d YMR172W|YMR172W u YKR048C|YKR048C d HOG1ID31
p838	YFR028C|YDR239C|YLR096W|CDC14RD21	edge9507|edge7483|edge4527	paths	YFR028C u YDR239C|YDR239C u YLR096W|YLR096W d CDC14RD21
p839	YOR360C|YPL203W|NPR70|YNL243W|PDE2ID43	edge22774|edge3028|edge17060|edge23194	paths	YOR360C d YPL203W|YPL203W d NPR70|NPR70 d YNL243W|YNL243W d PDE2ID43
p840	YFR028C|YBL016W|YOR141C|CDC14RD20	edge8622|edge22518|edge13495	paths	YFR028C u YBL016W|YBL016W d YOR141C|YOR141C d CDC14RD20
p841	YOR360C|YPL203W|NPI65|YLR096W|PDE2RA52	edge22774|edge26688|edge539|edge20343	paths	YOR360C d YPL203W|YPL203W d NPI65|NPI65 d YLR096W|YLR096W d PDE2RA52
p842	YFR028C|YBL016W|YDR477W|CDC14RD19	edge8622|edge6271|edge16672	paths	YFR028C u YBL016W|YBL016W u YDR477W|YDR477W d CDC14RD19
p843	YFR028C|YDR510W|NPR69|YHL007C|CDC14RD15	edge14530|edge15975|edge24337|edge11434	paths	YFR028C u YDR510W|YDR510W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD15
p844	YFR028C|YDR510W|NPR69|YHL007C|CDC14RD19	edge14530|edge15975|edge24337|edge17303	paths	YFR028C u YDR510W|YDR510W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD19
p845	YLR113W|PDE2RA52|YKR048C|YMR139W|HOG1ID27	edge26596|edge17922|edge4423|edge9265	paths	YLR113W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C u YMR139W|YMR139W d HOG1ID27
p846	YLR113W|YIR006C|PDE2RA58|YJR059W|HOG1ID28	edge10082|edge27123|edge19159|edge1593	paths	YLR113W d YIR006C|YIR006C d PDE2RA58|PDE2RA58 d YJR059W|YJR059W d HOG1ID28
p847	YLR113W|YIR006C|PDE2RA58|YJR059W|HOG1ID27	edge10082|edge27123|edge19159|edge6075	paths	YLR113W d YIR006C|YIR006C d PDE2RA58|PDE2RA58 d YJR059W|YJR059W d HOG1ID27
p848	YFR028C|NPR66|YBR275C|YER133W|CDC14RD24	edge20541|edge6413|edge2865|edge17490	paths	YFR028C d NPR66|NPR66 d YBR275C|YBR275C u YER133W|YER133W d CDC14RD24
p849	YFR028C|HOG1RD33|YLR096W|YOR224C|CDC14RD20	edge9388|edge7059|edge22880|edge14335	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YOR224C|YOR224C d CDC14RD20
p850	YOR360C|YKL166C|NPI65|YLR096W|PDE2ID42	edge18417|edge10752|edge539|edge5078	paths	YOR360C d YKL166C|YKL166C d NPI65|NPI65 d YLR096W|YLR096W d PDE2ID42
p851	YLR113W|YMR276W|YLL039C|HOG1ID25	edge15895|edge7386|edge13058	paths	YLR113W u YMR276W|YMR276W u YLL039C|YLL039C d HOG1ID25
p852	YFR028C|NPR74|YBL085W|NPI65|YLR096W|CDC14RD21	edge3342|edge27446|edge3835|edge539|edge4527	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p853	YFR028C|NPR66|YPR019W|YDR225W|CDC14RD15	edge20541|edge18961|edge7088|edge3792	paths	YFR028C d NPR66|NPR66 d YPR019W|YPR019W u YDR225W|YDR225W d CDC14RD15
p854	YFR028C|NPR66|YHR082C|YLR055C|CDC14RD19	edge20541|edge16635|edge2549|edge18877	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C u YLR055C|YLR055C d CDC14RD19
p855	YFR028C|YJL076W|YGR052W|CDC14RD19	edge5395|edge16740|edge21148	paths	YFR028C u YJL076W|YJL076W u YGR052W|YGR052W d CDC14RD19
p856	YLR113W|NPR66|YPR159W|YBL007C|HOG1ID32	edge22071|edge24531|edge26446|edge956	paths	YLR113W d NPR66|NPR66 d YPR159W|YPR159W u YBL007C|YBL007C d HOG1ID32
p857	YLR113W|YLR055C|YHR082C|HOG1ID29	edge15570|edge2549|edge11764	paths	YLR113W u YLR055C|YLR055C u YHR082C|YHR082C d HOG1ID29
p858	YFR028C|YOR093C|YLR096W|CDC14RD21	edge26351|edge22381|edge4527	paths	YFR028C u YOR093C|YOR093C u YLR096W|YLR096W d CDC14RD21
p859	YFR028C|YJR053W|NPI61|YHL009C|CDC14RD23	edge2583|edge19389|edge19208|edge11604	paths	YFR028C d YJR053W|YJR053W d NPI61|NPI61 d YHL009C|YHL009C d CDC14RD23
p860	YFR028C|YCL024W|YHR107C|CDC14RD23	edge22003|edge17244|edge25043	paths	YFR028C u YCL024W|YCL024W u YHR107C|YHR107C d CDC14RD23
p861	YFR028C|YNL307C|NPR73|YJL020C|CDC14ID7	edge18452|edge15147|edge13252|edge9488	paths	YFR028C u YNL307C|YNL307C d NPR73|NPR73 d YJL020C|YJL020C d CDC14ID7
p862	YFR028C|CDC14RD23|YOR153W|YNL154C|CDC14IA1	edge5259|edge10697|edge3656|edge1892	paths	YFR028C d CDC14RD23|CDC14RD23 d YOR153W|YOR153W u YNL154C|YNL154C d CDC14IA1
p863	YLR113W|YJL072C|NPR66|YHR082C|HOG1ID29	edge17804|edge21683|edge16635|edge11764	paths	YLR113W u YJL072C|YJL072C d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29
p864	YLR113W|NPR66|YER132C|YER177W|HOG1ID27	edge22071|edge12976|edge26430|edge24351	paths	YLR113W d NPR66|NPR66 d YER132C|YER132C u YER177W|YER177W d HOG1ID27
p865	YLR113W|YLR103C|YPL153C|HOG1ID32	edge5994|edge12005|edge2621	paths	YLR113W u YLR103C|YLR103C u YPL153C|YPL153C d HOG1ID32
p866	YLR113W|YER118C|HOG1ID29|YJR059W|HOG1ID27	edge25020|edge16737|edge22866|edge6075	paths	YLR113W d YER118C|YER118C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1ID27
p867	YLR113W|YER118C|HOG1ID29|YJR059W|HOG1ID28	edge25020|edge16737|edge22866|edge1593	paths	YLR113W d YER118C|YER118C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1ID28
p868	YLR113W|YKL081W|YFL023W|HOG1ID28	edge4291|edge3619|edge16869	paths	YLR113W u YKL081W|YKL081W u YFL023W|YFL023W d HOG1ID28
p869	YFR028C|YBL085W|NPR69|YDR507C|CDC14RD23	edge6660|edge15985|edge22074|edge23009	paths	YFR028C u YBL085W|YBL085W d NPR69|NPR69 d YDR507C|YDR507C d CDC14RD23
p870	YLR113W|YIR006C|NPI65|YHL007C|HOG1RD35	edge10082|edge12218|edge7987|edge12144	paths	YLR113W d YIR006C|YIR006C d NPI65|NPI65 d YHL007C|YHL007C d HOG1RD35
p871	YLR113W|YCL032W|YNL161W|HOG1RD33	edge18665|edge8396|edge12917	paths	YLR113W d YCL032W|YCL032W u YNL161W|YNL161W d HOG1RD33
p872	YFR028C|YCL024W|HOG1ID32|YJR076C|CDC14RD23	edge22003|edge22942|edge11800|edge18074	paths	YFR028C u YCL024W|YCL024W d HOG1ID32|HOG1ID32 d YJR076C|YJR076C d CDC14RD23
p873	YFR028C|YDL140C|YJL164C|CDC14RD19	edge5596|edge8081|edge16264	paths	YFR028C d YDL140C|YDL140C u YJL164C|YJL164C d CDC14RD19
p874	YFR028C|YGL003C|YPL256C|CDC14RD13	edge4187|edge7026|edge26387	paths	YFR028C d YGL003C|YGL003C u YPL256C|YPL256C d CDC14RD13
p875	YLR113W|PDE2RA52|YDR507C|YPL153C|HOG1ID32	edge26596|edge11481|edge15389|edge2621	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C u YPL153C|YPL153C d HOG1ID32
p876	YLR113W|YGR097W|YGR052W|HOG1ID32	edge9720|edge24743|edge1294	paths	YLR113W u YGR097W|YGR097W u YGR052W|YGR052W d HOG1ID32
p877	YFR028C|YDL140C|YJL164C|CDC14RD15	edge5596|edge8081|edge19231	paths	YFR028C d YDL140C|YDL140C u YJL164C|YJL164C d CDC14RD15
p878	YOR360C|YJL164C|YBR108W|PDE2RA50	edge26934|edge1714|edge1193	paths	YOR360C d YJL164C|YJL164C d YBR108W|YBR108W d PDE2RA50
p879	YOR360C|YKL166C|YLR113W|PDE2RA52	edge18417|edge26182|edge26596	paths	YOR360C d YKL166C|YKL166C d YLR113W|YLR113W d PDE2RA52
p880	YOR360C|YKL166C|NPI63|YBR059C|PDE2RA58	edge18417|edge18892|edge20970|edge13070	paths	YOR360C d YKL166C|YKL166C d NPI63|NPI63 d YBR059C|YBR059C d PDE2RA58
p881	YLR113W|NPR66|YDR439W|YDR247W|HOG1ID27	edge22071|edge7518|edge8568|edge24976	paths	YLR113W d NPR66|NPR66 d YDR439W|YDR439W u YDR247W|YDR247W d HOG1ID27
p882	YFR028C|YNL161W|HOG1RD33|YJL020C|CDC14ID7	edge10053|edge12917|edge818|edge9488	paths	YFR028C u YNL161W|YNL161W d HOG1RD33|HOG1RD33 d YJL020C|YJL020C d CDC14ID7
p883	YLR113W|YGR218W|NPR73|YJL020C|HOG1ID29	edge7028|edge7039|edge13252|edge25051	paths	YLR113W u YGR218W|YGR218W d NPR73|NPR73 d YJL020C|YJL020C d HOG1ID29
p884	YLR113W|NPR66|YNL243W|NPI63|YHR158C|HOG1ID29	edge22071|edge8877|edge16308|edge7074|edge3270	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI63|NPI63 d YHR158C|YHR158C d HOG1ID29
p885	YLR113W|PDE2ID42|YLR248W|YHR031C|HOG1ID29	edge17446|edge5702|edge25956|edge7722	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d YHR031C|YHR031C d HOG1ID29
p886	YFR028C|YNL161W|YGR162W|CDC14ID9	edge10053|edge16614|edge11108	paths	YFR028C u YNL161W|YNL161W u YGR162W|YGR162W d CDC14ID9
p887	YFR028C|NPR74|YIL159W|NPR67|YHL007C|CDC14RD19	edge3342|edge15822|edge5415|edge6326|edge17303	paths	YFR028C d NPR74|NPR74 d YIL159W|YIL159W d NPR67|NPR67 d YHL007C|YHL007C d CDC14RD19
p888	YFR028C|NPR66|YNL243W|NPR71|YIL095W|CDC14ID9	edge20541|edge8877|edge2281|edge11238|edge281	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPR71|NPR71 d YIL095W|YIL095W d CDC14ID9
p889	YLR113W|NPR66|YHR205W|NPR73|YHR082C|HOG1ID29	edge22071|edge13453|edge14169|edge10794|edge11764	paths	YLR113W d NPR66|NPR66 d YHR205W|YHR205W d NPR73|NPR73 d YHR082C|YHR082C d HOG1ID29
p890	YFR028C|NPR66|YNL243W|NPI63|YGR162W|CDC14ID9	edge20541|edge8877|edge16308|edge12098|edge11108	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPI63|NPI63 d YGR162W|YGR162W d CDC14ID9
p891	YFR028C|NPR74|YIL159W|NPR67|YHL007C|CDC14RD15	edge3342|edge15822|edge5415|edge6326|edge11434	paths	YFR028C d NPR74|NPR74 d YIL159W|YIL159W d NPR67|NPR67 d YHL007C|YHL007C d CDC14RD15
p892	YOR360C|YKL166C|YLR113W|PDE2ID42	edge18417|edge26182|edge17446	paths	YOR360C d YKL166C|YKL166C d YLR113W|YLR113W d PDE2ID42
p893	YFR028C|YDL140C|YJL164C|CDC14RD20	edge5596|edge8081|edge24413	paths	YFR028C d YDL140C|YDL140C u YJL164C|YJL164C d CDC14RD20
p894	YFR028C|HOG1RD33|YDR293C|NPI65|YLR096W|CDC14RD21	edge9388|edge10530|edge1556|edge539|edge4527	paths	YFR028C d HOG1RD33|HOG1RD33 d YDR293C|YDR293C d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p895	YLR113W|YBR182C|NPR73|YJL020C|HOG1ID29	edge8382|edge21304|edge13252|edge25051	paths	YLR113W d YBR182C|YBR182C d NPR73|NPR73 d YJL020C|YJL020C d HOG1ID29
p896	YFR028C|NPR74|YIL159W|YDR507C|CDC14RD23	edge3342|edge15822|edge18872|edge23009	paths	YFR028C d NPR74|NPR74 d YIL159W|YIL159W u YDR507C|YDR507C d CDC14RD23
p897	YLR113W|YDL140C|YPL203W|HOG1RD33	edge25100|edge6222|edge24524	paths	YLR113W d YDL140C|YDL140C u YPL203W|YPL203W d HOG1RD33
p898	YFR028C|YJL187C|CDC14ID7|YJR059W|CDC14RD19	edge26121|edge102|edge12432|edge15351	paths	YFR028C u YJL187C|YJL187C d CDC14ID7|CDC14ID7 d YJR059W|YJR059W d CDC14RD19
p899	YFR028C|HOG1RD33|YLR096W|YGL210W|CDC14RD20	edge9388|edge7059|edge13487|edge16605	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YGL210W|YGL210W d CDC14RD20
p900	YLR113W|PDE2ID42|YBL085W|YBR200W|HOG1RD38	edge17446|edge27224|edge8848|edge4900	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YBR200W|YBR200W d HOG1RD38
p901	YFR028C|YLR096W|YGR287C|CDC14RD20	edge9729|edge13489|edge7358	paths	YFR028C u YLR096W|YLR096W u YGR287C|YGR287C d CDC14RD20
p902	YOR360C|YJL005W|NPR76|YJR059W|PDE2ID42	edge11172|edge3953|edge21920|edge1752	paths	YOR360C u YJL005W|YJL005W d NPR76|NPR76 d YJR059W|YJR059W d PDE2ID42
p903	YLR113W|PDE2ID42|YBL085W|YBR200W|HOG1RD35	edge17446|edge27224|edge8848|edge22010	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YBR200W|YBR200W d HOG1RD35
p904	YLR113W|YLR248W|PDE2RA52|YKR048C|HOG1ID31	edge12768|edge6775|edge17922|edge8654	paths	YLR113W d YLR248W|YLR248W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C d HOG1ID31
p905	YFR028C|YJL187C|CDC14ID7|YJR059W|CDC14RD20	edge26121|edge102|edge12432|edge3077	paths	YFR028C u YJL187C|YJL187C d CDC14ID7|CDC14ID7 d YJR059W|YJR059W d CDC14RD20
p906	YLR113W|YIR006C|NPI63|YGR162W|HOG1RA39	edge10082|edge8535|edge12098|edge2379	paths	YLR113W d YIR006C|YIR006C d NPI63|NPI63 d YGR162W|YGR162W d HOG1RA39
p907	YFR028C|YJL187C|YBR160W|CDC14ID5	edge26121|edge8001|edge2045	paths	YFR028C u YJL187C|YJL187C u YBR160W|YBR160W d CDC14ID5
p908	YLR113W|NPR66|YNL243W|YER125W|HOG1ID31	edge22071|edge8877|edge27279|edge6016	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W u YER125W|YER125W d HOG1ID31
p909	YLR113W|PDE2ID42|YBL085W|YDR162C|HOG1RD38	edge17446|edge27224|edge3577|edge9433	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YDR162C|YDR162C d HOG1RD38
p910	YFR028C|NPR74|YBL085W|NPI65|YHL007C|CDC14RD19	edge3342|edge27446|edge3835|edge7987|edge17303	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p911	YOR360C|YJL164C|YLR345W|PDE2RA52	edge26934|edge2393|edge22616	paths	YOR360C d YJL164C|YJL164C d YLR345W|YLR345W d PDE2RA52
p912	YLR113W|YLR248W|NPR76|YJR059W|HOG1ID27	edge12768|edge15247|edge21920|edge6075	paths	YLR113W d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d HOG1ID27
p913	YFR028C|YDR477W|YJL080C|CDC14RD23	edge25832|edge1190|edge10647	paths	YFR028C u YDR477W|YDR477W d YJL080C|YJL080C d CDC14RD23
p914	YLR113W|NPR66|YDR017C|YDR099W|HOG1ID31	edge22071|edge23535|edge1728|edge4010	paths	YLR113W d NPR66|NPR66 d YDR017C|YDR017C u YDR099W|YDR099W d HOG1ID31
p915	YFR028C|NPR66|YHR082C|YLR096W|CDC14RD21	edge20541|edge16635|edge22316|edge4527	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C u YLR096W|YLR096W d CDC14RD21
p916	YFR028C|YCL014W|YPL153C|CDC14RD19	edge26210|edge24260|edge14489	paths	YFR028C u YCL014W|YCL014W u YPL153C|YPL153C d CDC14RD19
p917	YLR113W|YIL035C|YDR135C|HOG1ID32	edge114|edge18666|edge18984	paths	YLR113W u YIL035C|YIL035C u YDR135C|YDR135C d HOG1ID32
p918	YLR113W|PDE2RA52|YIL038C|YNL161W|HOG1RD33	edge26596|edge13772|edge15712|edge12917	paths	YLR113W d PDE2RA52|PDE2RA52 d YIL038C|YIL038C u YNL161W|YNL161W d HOG1RD33
p919	YFR028C|CDC14RD23|YOR153W|YNL154C|CDC14ID2	edge5259|edge10697|edge3656|edge9460	paths	YFR028C d CDC14RD23|CDC14RD23 d YOR153W|YOR153W u YNL154C|YNL154C d CDC14ID2
p920	YLR113W|NPR66|YGL197W|YPL203W|HOG1RD33	edge22071|edge23994|edge16155|edge24524	paths	YLR113W d NPR66|NPR66 d YGL197W|YGL197W u YPL203W|YPL203W d HOG1RD33
p921	YLR113W|YER151C|HOG1ID27|YDL117W|HOG1ID29	edge10952|edge7199|edge1519|edge5879	paths	YLR113W d YER151C|YER151C d HOG1ID27|HOG1ID27 d YDL117W|YDL117W d HOG1ID29
p922	YFR028C|NPR66|YHR082C|YGR052W|CDC14RD19	edge20541|edge16635|edge25412|edge21148	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C u YGR052W|YGR052W d CDC14RD19
p923	YLR113W|YLR248W|NPR76|YJR059W|HOG1ID28	edge12768|edge15247|edge21920|edge1593	paths	YLR113W d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d HOG1ID28
p924	YFR028C|NPR74|YER155C|YOR061W|CDC14RD20	edge3342|edge10006|edge26959|edge19864	paths	YFR028C d NPR74|NPR74 d YER155C|YER155C u YOR061W|YOR061W d CDC14RD20
p925	YFR028C|NPR74|YBL085W|NPI65|YHL007C|CDC14RD15	edge3342|edge27446|edge3835|edge7987|edge11434	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p926	YFR028C|YLR096W|YAR014C|CDC14RD20	edge9729|edge6106|edge7326	paths	YFR028C u YLR096W|YLR096W u YAR014C|YAR014C d CDC14RD20
p927	YLR113W|YPR115W|NPI63|YHR158C|HOG1ID29	edge506|edge15808|edge7074|edge3270	paths	YLR113W u YPR115W|YPR115W d NPI63|NPI63 d YHR158C|YHR158C d HOG1ID29
p928	YOR360C|YJL164C|NPR66|YNL243W|PDE2ID43	edge26934|edge18888|edge8877|edge23194	paths	YOR360C d YJL164C|YJL164C d NPR66|NPR66 d YNL243W|YNL243W d PDE2ID43
